status,t_h,maxC,accepted_steps,nlu,wall_s,rss_MiB
RUNNING,0.083333333,2.55000004037,504,117,29.135,308.9
RUNNING,0.100000000,2.55000004098,562,132,32.762,308.9
RUNNING,0.116666667,2.55000001898,605,143,35.448,308.9
RUNNING,0.133333333,2.55000001519,659,158,38.960,308.9
RUNNING,0.150000000,2.5500000028,714,173,42.551,308.9
RUNNING,0.166666667,2.55000000338,762,189,46.147,308.9
RUNNING,0.500000000,2.55000000449,1786,483,114.886,316.9
RUNNING,1.000000000,2.55000000172,3285,928,217.933,316.9
RUNNING,1.500000000,2.5499070807,4723,1349,316.147,321.6
RUNNING,0.016666667,2.55000002896,286,55,14.639,265.6
RUNNING,0.033333333,2.55000006839,339,69,17.877,297.6
RUNNING,0.050000000,2.55000129466,393,84,21.443,307.0
RUNNING,0.066666667,2.55000028145,445,100,25.183,308.4
RUNNING,0.083333333,2.55000004037,504,117,29.181,308.4
RUNNING,0.100000000,2.55000004098,562,132,32.794,312.2
RUNNING,0.116666667,2.55000001898,605,143,35.453,312.2
RUNNING,0.133333333,2.55000001519,659,158,39.003,312.2
RUNNING,0.150000000,2.5500000028,714,173,42.555,312.2
RUNNING,0.166666667,2.55000000338,762,189,46.185,312.2
RUNNING,0.500000000,2.55000000449,1786,483,114.808,316.5
RUNNING,1.000000000,2.55000000172,3285,928,217.132,316.5
RUNNING,1.500000000,2.5499070807,4723,1349,315.343,316.5
RUNNING,0.016666667,2.55000002896,286,55,15.428,264.1
RUNNING,0.033333333,2.55000006839,339,69,18.777,287.4
RUNNING,0.050000000,2.55000129466,393,84,22.445,287.4
RUNNING,0.066666667,2.55000028145,445,100,26.255,287.4
RUNNING,0.083333333,2.55000004037,504,117,30.360,287.4
RUNNING,0.100000000,2.55000004098,562,132,34.109,287.4
RUNNING,0.116666667,2.55000001898,605,143,36.832,287.4
RUNNING,0.133333333,2.55000001519,659,158,40.489,287.6
RUNNING,0.150000000,2.5500000028,714,173,44.134,287.6
RUNNING,0.166666667,2.55000000338,762,189,47.820,287.6
RUNNING,0.500000000,2.55000000449,1786,483,118.917,288.0
RUNNING,1.000000000,2.55000000172,3285,928,228.645,288.7
RUNNING,1.500000000,2.5499070807,4723,1349,335.234,290.0
RUNNING,2.000000000,2.54536260683,6171,1769,438.234,291.1
RUNNING,2.500000000,2.51795164566,7733,2226,548.296,292.3
RUNNING,3.000000000,2.45472464418,9378,2702,663.363,293.4
RUNNING,3.500000000,2.3592192328,10966,3158,773.687,294.4
RUNNING,4.000000000,2.24187401998,12597,3630,886.582,295.2
RUNNING,4.500000000,2.11281541481,12763,3673,897.300,295.9
RUNNING,5.000000000,1.97987684426,12820,3690,901.126,296.5
RUNNING,5.500000000,1.84785898587,12873,3706,904.773,298.0
RUNNING,6.000000000,1.71957654681,12924,3720,907.961,299.1
RUNNING,6.500000000,1.59746869912,12977,3734,911.134,299.7
RUNNING,7.000000000,1.48265683382,13017,3745,913.619,301.2
RUNNING,7.500000000,1.37554534925,13065,3759,916.708,302.2
RUNNING,8.000000000,1.27669508271,13120,3773,919.794,302.6
RUNNING,8.500000000,1.185963023,13166,3787,922.797,303.6
RUNNING,9.000000000,1.10292497929,13218,3802,926.048,304.6
RUNNING,9.500000000,1.0270937151,13263,3815,928.955,305.5
RUNNING,10.000000000,0.957862023853,13309,3827,931.672,306.3
RUNNING,10.500000000,0.894799944175,13348,3838,934.133,307.6
RUNNING,11.000000000,0.837427131232,13387,3851,936.989,308.9
RUNNING,11.500000000,0.785201383663,13427,3862,939.511,309.3
RUNNING,12.000000000,0.737666033078,13472,3875,942.462,310.4
RUNNING,12.514225227,0.693293238924,13512,3886,944.936,311.3
RUNNING,13.068288440,0.650100139987,13521,3889,945.707,313.2
RUNNING,13.500000000,0.619424243634,13527,3891,946.166,314.2
RUNNING,14.000000000,0.586851357454,13567,3902,948.662,314.6
RUNNING,14.500000000,0.557135694034,13606,3915,951.515,315.9
RUNNING,15.026094565,0.528633071815,13646,3926,953.998,316.5
RUNNING,15.500000000,0.50515453582,13654,3929,954.685,318.1
RUNNING,16.000735663,0.482394599453,13694,3940,957.161,318.5
RUNNING,16.500000000,0.461600386043,13702,3943,957.824,320.1
RUNNING,17.000000000,0.442494912168,13742,3954,960.269,320.4
RUNNING,17.539131385,0.423618077566,13782,3966,962.865,321.5
RUNNING,18.000000000,0.40874399461,13789,3968,963.339,321.5
RUNNING,18.508467917,0.393561446031,13829,3980,965.971,323.6
RUNNING,19.003888945,0.37989789146,13836,3982,966.399,323.6
RUNNING,19.503888945,0.367126610234,13842,3983,966.743,323.6
RUNNING,20.003888945,0.355279717629,13848,3984,967.063,323.6
RUNNING,20.503888945,0.34426918178,13854,3985,967.359,323.6
RUNNING,21.003888945,0.3340167656,13860,3987,967.847,328.8
RUNNING,21.503888945,0.324452838617,13866,3988,968.126,328.8
RUNNING,22.000000000,0.315582579992,13872,3989,968.408,328.8
RUNNING,22.500000000,0.307218563296,13913,4003,971.367,331.4
RUNNING,23.000000000,0.29938184112,13947,4015,973.829,332.9
RUNNING,23.500000000,0.292026960115,13984,4026,976.188,333.6
RUNNING,24.000000000,0.285113199538,14018,4038,978.680,334.6
RUNNING,24.500000000,0.278604021137,14054,4050,981.240,335.9
RUNNING,25.000000000,0.272466571673,14087,4060,983.362,336.3
RUNNING,25.526656974,0.266371508525,14120,4071,985.666,337.2
RUNNING,26.070579958,0.260447233575,14127,4072,985.989,337.2
RUNNING,26.500000000,0.256015456066,14133,4074,986.414,337.2
RUNNING,27.000000000,0.251103699277,14168,4086,988.877,340.8
RUNNING,27.502300134,0.246419952647,14202,4097,991.176,341.1
RUNNING,28.041483909,0.241655168662,14209,4099,991.648,341.1
RUNNING,28.541483909,0.237461989885,14215,4100,991.938,341.1
RUNNING,29.000000000,0.233793917089,14221,4101,992.217,341.1
RUNNING,29.500000000,0.229971143342,14259,4115,995.132,345.5
RUNNING,30.064329767,0.22586398384,14292,4126,997.389,345.9
RUNNING,30.539711859,0.222566075017,14298,4127,997.683,345.9
RUNNING,31.039711859,0.219246437511,14304,4129,998.098,345.9
RUNNING,31.539711859,0.21607000195,14310,4130,998.381,345.9
RUNNING,32.039711859,0.213027775553,14316,4131,998.660,345.9
RUNNING,32.539711859,0.210111482957,14322,4132,998.948,345.9
RUNNING,33.039711859,0.207313498162,14328,4133,999.227,345.9
RUNNING,33.539711859,0.204626783819,14334,4134,999.516,345.9
RUNNING,34.039711859,0.202044837042,14340,4135,999.792,345.9
RUNNING,34.500000000,0.199755388615,14346,4136,1000.082,345.9
RUNNING,35.000000000,0.19735620249,14382,4149,1002.822,356.0
RUNNING,35.545041714,0.194839537425,14410,4158,1004.694,356.6
RUNNING,36.044297743,0.19262141849,14416,4159,1004.991,356.6
RUNNING,36.544297743,0.190478876325,14422,4160,1005.269,356.6
RUNNING,37.044297743,0.188411104287,14428,4162,1005.681,356.6
RUNNING,37.544297743,0.186414213909,14434,4163,1005.959,356.6
RUNNING,38.044297743,0.184484577846,14440,4164,1006.243,356.6
RUNNING,38.544297743,0.182618808756,14446,4165,1006.526,356.6
RUNNING,39.044297743,0.180813740134,14452,4166,1006.809,356.6
RUNNING,39.544297743,0.179066408907,14458,4167,1007.091,356.6
RUNNING,40.044297743,0.177374039633,14464,4168,1007.375,356.6
RUNNING,40.544297743,0.175734030124,14470,4169,1007.660,356.6
RUNNING,41.044297743,0.174143938349,14476,4170,1007.944,356.6
RUNNING,41.544297743,0.172601470491,14482,4171,1008.231,356.6
RUNNING,42.044297743,0.171104470034,14488,4172,1008.517,356.6
RUNNING,42.544297743,0.169650907789,14494,4173,1008.803,356.6
RUNNING,43.044297743,0.168238872766,14500,4174,1009.089,356.6
RUNNING,43.544297743,0.166866563794,14506,4175,1009.378,356.6
RUNNING,44.044297743,0.165532281853,14512,4176,1009.663,356.6
RUNNING,44.544297743,0.164234423014,14518,4177,1009.946,356.6
RUNNING,45.044297743,0.162971471958,14524,4178,1010.230,356.6
RUNNING,45.544297743,0.161741996004,14530,4179,1010.517,356.6
RUNNING,46.044297743,0.160544639617,14536,4181,1010.952,356.6
RUNNING,46.544297743,0.159378119327,14542,4182,1011.259,356.6
RUNNING,47.044297743,0.158241219057,14548,4183,1011.561,356.6
RUNNING,47.544297743,0.157132785796,14554,4184,1011.881,356.8
RUNNING,48.044297743,0.156051725594,14560,4185,1012.203,357.5
RUNNING,48.544297743,0.154996999866,14566,4187,1012.651,359.3
RUNNING,49.044297743,0.153967621955,14572,4188,1013.039,360.1
RUNNING,49.544297743,0.152962653958,14578,4189,1013.437,360.9
RUNNING,50.044297743,0.151981203766,14584,4190,1013.825,361.7
RUNNING,50.544297743,0.151022422327,14590,4191,1014.228,362.5
RUNNING,51.044297743,0.150085501091,14596,4193,1014.762,364.0
DRIED,51.090500680,0.149999999985,14597,4193,1018.980,484.3
