time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
1020,29.192248418519931,29.19729784754454,29.212471756477576,29.237846906586594,29.273550904224034,29.319761766229171,29.376707406923344,29.444665087890382,29.523960807510825,29.614968500980275,29.71810879778333,29.833846989874999,29.962689847071271,30.105180989427648,30.261894699720703,30.433428522194205,30.620396367948739,30.823427134730835,31.043179784047449,31.280394099198038,31.536006305306572
1080,29.372784575503161,29.378125124139689,29.394171183182149,29.420995795343167,29.458720030348641,29.507511947765082,29.567585109923552,29.639196702523275,29.722645494118474,29.818270187102062,29.926449212292042,30.047603662876657,30.182205688579312,30.330794954733403,30.49400533272037,30.67260269851063,30.867533106612179,31.079980052197502,31.311431955273154,31.563768332202869,31.839386588162924
1140,29.563135914244828,29.568749236038819,29.585612314459855,29.613794534866603,29.653411727902352,29.704626565309404,29.767649315543643,29.842739099045506,29.930205731366343,30.030412126190043,30.143777052790931,30.270777819688469,30.4119522122284,30.56789879636457,30.739274676277997,30.926790381100272,31.131203481934755,31.353316536804854,31.593991152080722,31.854197393185512,32.135124998998762
1200,29.762893782145298,29.768780182583573,29.786463322008821,29.816015016090411,29.857554937103799,29.911250498537481,29.977316536786986,30.056014671457433,30.147652267394971,30.252581045943717,30.371195620859147,30.503932546043046,30.651270769863277,30.813734557550706,30.991899899290004,31.186405354948679,31.397968752916512,31.627412924786199,31.875707286693018,32.144037673362448,32.433924428076523
1260,29.972216927085729,29.978377108744496,29.996880750269852,30.027797017724851,30.071240770869039,30.127371919210486,30.196394481245985,30.278555303002136,30.374142375623919,30.483482676860696,30.606939447699474,30.74490879382239,30.897815459809266,31.066107593416511,31.250250470522801,31.450719886296927,31.667997776107054,31.902575952480632,32.154978360027002,32.425817083281906,32.715902278415051
1320,30.190820936528546,30.197238990465248,30.216514224634057,30.248709570807833,30.293928956222995,30.35231584692858,30.42405121151393,30.509351008904201,30.608463494370302,30.721666958269434,30.849268958554951,30.991608606427661,31.14906384970676,31.322065754701022,31.511121373413232,31.716846003058382,31.940004953323349,32.181565089652864,32.442758327167283,32.725163900955835,33.030824227022734
1380,30.417906428151401,30.424553622252386,30.444514106910972,30.477844547685674,30.52463928413875,30.585030295263838,30.659187377004478,30.747318722029153,30.849672087849196,30.966536679183896,31.098245730252035,31.245179533016806,31.407768335866159,31.586494253686016,31.781891380502909,31.994544149012981,32.225086104336341,32.47420478984165,32.742662939183909,33.03135063033951,33.341386179662727
1440,30.652710639200468,30.659577569278856,30.68019739928701,30.714627222240921,30.762962088246528,30.82533478849091,30.901915443353591,30.992910808002456,31.098563224744826,31.219149201160217,31.354977670546862,31.506388073143064,31.673748461382935,31.857453912979185,32.057925782972866,32.275613016918214,32.510998172048822,32.764613052651562,33.037071720275648,33.329131577284755,33.641796256663767
1500,30.895126870921224,30.902209095280984,30.92347354405922,30.958973334827498,31.008796284196521,31.073063790289545,31.151929176038784,31.245575411420628,31.354212119466858,31.478071753687374,31.617404798914176,31.772473785283044,31.943545849809386,32.130883660960031,32.334734993983467,32.555322427310685,32.792836712027466,33.047440159272824,33.319289236962291,33.608587692665786,33.915683417935732
1560,31.144652584369542,31.151924268416071,31.173753766406502,31.210183983243358,31.261284977672567,31.327151774204161,31.407901314885621,31.503668670559154,31.614602818645057,31.740862585421844,31.882613726143934,32.040028510570288,32.213289488261417,32.402599216877114,32.60819759115455,32.830388060101917,33.069573649277075,33.326303646088903,33.601332574331039,33.8956954936831,34.210808577764858
1620,31.399994286825439,31.40740926354988,31.429664819398713,31.46679261851072,31.518844760469204,31.585892891566775,31.668027193985925,31.765355453164844,31.878002395363371,32.006109403194394,32.149834527497461,32.309352421107121,32.484853503973177,32.676541533753621,32.884629123825356,33.109331953620433,33.350864586721038,33.609443686451073,33.88530734533731,34.178761464149439,34.490265439522133
1680,31.659727809438124,31.667256183925698,31.689850203052394,31.727536354005167,31.780358110471493,31.848374912593854,31.931660740027233,32.030302343108183,32.144397308127331,32.274052303483003,32.419382071662426,32.580509964882893,32.75757102813855,32.950718784170419,33.16013697608993,33.386057619906261,33.628786895542987,33.888740807613182,34.166493430776697,34.462842333927931,34.778898954532998
1740,31.923036482491142,31.930656095468787,31.953521886524598,31.991654603282051,32.045088494435547,32.113870931208261,32.198062133737437,32.297735304935138,32.412977614478784,32.543892629220579,32.690604923587884,32.853267683266473,33.032074102641729,33.227273267076725,33.439191051351514,33.668256458095854,33.9150339252962,34.18026267929806,34.464905506977438,34.77021164360977,35.097801142348949
1800,32.18924461994483,32.196944324918903,32.220050835247648,32.258586534302019,32.312589412823023,32.382114191324291,32.467234067720888,32.568043228702543,32.684660232676528,32.817232267762037,32.965940092505541,33.131003198581041,33.312684484733609,33.511293683112491,33.727189181347427,33.960778954968141,34.212523117266429,34.482942888630255,34.772643084781905,35.082356730823939,35.413020081129368
1860,32.458499232108323,32.46629788441156,32.489703391475821,32.528744545932383,32.583469797936658,32.65394791240373,32.740268829157237,32.842544694185548,32.960911055618688,33.095528258780746,33.24658312664652,33.41429107917547,33.598898952204451,33.800688975798018,34.019984729907868,34.257160463226299,34.512655945748335,34.786999976454915,35.080846660580249,35.395029363125758,35.730637492671967
1920,32.731547512591867,32.739462822255767,32.763219067579911,32.8028472143044,32.858398920120571,32.929946576606213,33.017583292609935,33.121422700182912,33.241598349703615,33.378262270155297,33.531582004968634,33.701735154871429,33.888900322921359,34.093243616315547,34.314900797907953,34.553956962783239,34.810428099868147,35.084251507313375,35.375293803223272,35.683385224032456,36.008387368685476
1980,33.008706382333983,33.016737214261084,33.040838500757772,33.08103625072841,33.13737257543697,33.209903752274577,33.298697390540887,33.403828665912414,33.525375709588126,33.663414448558591,33.818013500140545,33.989230112803568,34.177108572823506,34.381682879958376,34.602985716926675,34.841065677173425,35.096014324723178,35.368004045322024,35.657337125209978,35.96450669107081,36.290272061337411
2040,33.289343501811949,33.2974527334231,33.321785031449039,33.362353873673165,33.41918065443609,33.492293215366963,33.581724064231231,33.687508570026004,33.809683505680503,33.948286372015467,34.103355965029486,34.27493464433806,34.463072748734547,34.667835633319143,34.889313926545086,35.127637862362818,35.382996933973402,35.655666616633297,35.946044530002951,36.25469927500243,36.582436257837216
2100,33.571975622635563,33.580124814428935,33.604574903373859,33.645333337805255,33.702412245863712,33.7758280807628,33.865601257531715,33.971755875430311,34.094319581254467,34.233323535333938,34.388802300650433,34.560793330972167,34.749335682284112,34.954467750782172,35.176224384512402,35.414634678629874,35.669723044581239,35.94151746471988,36.230069833210599,36.535493613133589,36.858023849725669
2160,33.855711356564136,33.863885799189745,33.888410600260947,33.929290021183711,33.986530635267052,34.060140531168038,34.150128202921231,34.256501156880383,34.379264308918451,34.518418314231461,34.67395807729195,34.845871844871837,35.034141502308209,35.238744968843413,35.459661890178694,35.696884096305759,35.950432471421763,36.220381959869854,36.506896488090653,36.810275832564429,37.131017316882513
2220,34.140067637878445,34.14825030836095,34.172797964181832,34.213709382389524,34.270982029156364,34.344611406931854,34.434590335851119,34.540908395915224,34.66355186038961,34.802504576706326,34.957750396465372,35.129277911064172,35.317088389173293,35.521207890644455,35.741704488566057,35.97871132683926,36.232455911419763,36.503295744281921,36.791760456439427,37.098601290123653,37.42484980005343
2280,34.42440294723847,34.432578292628847,34.457103521284864,34.497976291056368,34.555192993960119,34.62874928943647,34.718641004059698,34.824865482880917,34.947423395450585,35.086320837359352,35.241571336975511,35.413197135406058,35.601228974387908,35.805703768863012,36.026660122591551,36.264132740087298,36.518148286776935,36.788726817778297,37.075894029469445,37.379709717936286,37.700316839904978
2340,34.708540259294672,34.716713608155324,34.741233504873641,34.782099468080354,34.839310583870329,34.912865324485324,35.002761289629866,35.108994922917809,35.231561361051192,35.370454754274839,35.525669664348136,35.697204484484971,35.885068170075165,36.089291797847785,36.309946430301189,36.547168338307017,36.801191859804362,37.072389296761216,37.361316707324534,37.668764703923941,37.995814461997675
2400,34.992668384138092,35.000840944461153,35.025358387297459,35.066220074447557,35.123425223461609,35.196973417714808,35.286865469550357,35.393104715076056,35.515698731088392,35.654661293114096,35.810014149720828,35.981787931364664,36.170021363266997,36.374758082555331,36.596040940169182,36.833904775173735,37.088370166659367,37.359442235699234,37.647119643290544,37.951418931863294,38.272418135348623
2460,35.276853833861146,35.285031654483525,35.309565467114311,35.350456274465252,35.407705573377569,35.481315066706237,35.571286226969448,35.67761973116896,35.800314877981741,35.939369267696499,36.094779285719845,36.266542268253232,36.454661581000181,36.659156088856996,36.880075485614924,37.117522575214302,37.371682869916683,37.642861010474974,37.9315228939153,38.238342415035653,38.564252353409294
2520,35.561259742132414,35.569441901802811,35.593988273208403,35.634898554295262,35.692172336337464,35.765809329333294,35.855809821611679,35.962175460539761,36.084910378382482,36.22402256127895,36.379525181161782,36.551437428486047,36.739784291999406,36.944594860150914,37.165899191879973,37.403724672753029,37.658093936142187,37.929027603980636,38.216555865400181,38.520742808648755,38.841726360042728
2580,35.845816514142768,35.854003752705907,35.878565529557065,35.919501954013988,35.976812945403623,36.050497781346991,36.140554341486983,36.246977904170734,36.369759294666885,36.508882129866812,36.664318883852751,36.83602555610981,37.023934916410774,37.227948679912402,37.447929551880243,37.683694824575525,37.935013966506084,38.20161318582683,38.483190014459964,38.779440440629962,39.090100732898797
2640,36.130496388025577,36.138679959349282,36.163228603791524,36.204135783375008,36.261389508110383,36.334970721716068,36.42485112954521,36.530990646848664,36.65333483441303,36.791812983492349,36.94633791067524,37.116808972607721,37.30312018301634,37.505175412916522,37.722912267163395,37.956335240726816,38.205557275269918,38.470847264292082,38.752680044198023,39.051785692529904,39.369196552849509
2700,36.414549909842712,36.422699218380771,36.447142898826513,36.487868212431884,36.544853968241291,36.61807075415814,36.707481570570828,36.813043099740817,36.934707794611128,37.072426835498668,37.226153787055267,37.395848533015815,37.58148086355834,37.783033072783233,38.000501230006982,38.233895492619666,38.483240865117267,38.748580943234629,39.029988058484911,39.327583428635904,39.641570113281958
2760,36.697252715636893,36.70536362525408,36.729692972402468,36.770230661003296,36.826960014570957,36.899857950368855,36.988895102078395,37.094035730223588,37.215237168118726,37.35244844893689,37.505607676453792,37.674637690443944,37.859439709834135,38.059884988330161,38.275805133221752,38.506982585604788,38.753143690918655,39.013957539380378,39.289044006291114,39.577993962669524,39.880404040810333
2820,36.978777130830679,36.986853491281678,37.011078151542364,37.05143757376166,37.107908264915508,37.180455335636388,37.269030410012384,37.373568864869412,37.493986452960627,37.630175510378443,37.782001173887835,37.949298325164847,38.131870286460249,38.329490528042911,38.541908704667136,38.768862132761093,39.010093345668487,39.265373727589726,39.534532657776033,39.817491494177844,40.114302687986161
2880,37.25874184028585,37.266756687932109,37.2907936326908,37.330829613699933,37.386825341952694,37.458724140519635,37.546450580203889,37.649909209478196,37.768983821265614,37.903537882400741,38.0534169637166,38.21845421035907,38.39848000714062,38.593336918430225,38.802900619977464,39.027106863799347,39.265983631612727,39.519686804362735,39.788537307241626,40.073058182187879,40.374011203340075
2940,37.536055687924723,37.543981725312918,37.567751256542984,37.607338625989684,37.662701395236262,37.733780918491512,37.820503290693402,37.922780702000722,38.040513085102006,38.173589689897732,38.321889883791691,38.48528213182928,38.663619906857896,38.85673341785148,39.064416715419874,39.286411005765039,39.522386712170373,39.771928532983935,40.034528852335633,40.309594785257708,40.596473056180429
3000,37.810319159330291,37.818159541336883,37.841672404391701,37.880832752304165,37.935598408404218,38.005909159195539,38.091685419571611,38.192826356756449,38.309207512594881,38.440678169662313,38.587059024722215,38.748141130902916,38.923687455569279,39.113438625354171,39.317124327090596,39.534481297799445,39.765277912333083,40.009344304503507,40.266606141770488,40.537120145262278,40.82111080365231
3060,38.081524914972618,38.089267802796762,38.11248614386065,38.151148823846135,38.205203522877689,38.274576116022516,38.35917001443066,38.458865605273402,38.573519957936497,38.702966943770633,38.847017866410546,39.005462631986035,39.178071435157094,39.364596946861049,39.564777115192577,39.778338960554599,40.00500413641236,40.244497455195329,40.496559948697161,40.760968301557412,41.037562716292662
3120,38.349038588743241,38.356666294985146,38.379538051333078,38.417619700397935,38.47085410183815,38.539160903228137,38.62243642603061,38.720553951532125,38.833364893243157,38.96070163143709,39.102383145584994,39.258224938140565,39.428054953388184,39.611737059048032,39.809202992769166,40.020492427884051,40.245799176841089,40.485520009369552,40.740301787233662,41.011083174957776,41.299128677596862
3180,38.612470719008883,38.619980399843101,38.642499246805954,38.679997038088125,38.732424664866151,38.799716166254314,38.881791816211425,38.978562380464737,39.089934517983174,39.215817031823676,39.356127289894019,39.510796707462184,39.679773855910021,39.863023744420524,40.060522321175064,40.272246359268046,40.49816051384235,40.738205083476196,40.992289297139166,41.260295076741919,41.542094800074281
3240,38.872356483368549,38.879783665259886,38.902058760643662,38.939162628498813,38.991064032042601,39.057720516891841,39.13907941066217,39.235078741090547,39.345647864791907,39.470707650981062,39.610170191107159,39.763938209238695,39.931904607781661,40.113952849564413,40.309959082677963,40.51979699535773,40.743346314534094,40.980505649599728,41.231210074781281,41.495453524997018,41.773316112585462
3300,39.130002026729834,39.137373863442797,39.159483514618216,39.196313361340074,39.247833897290739,39.314003514387984,39.394768207856487,39.49006122822901,39.599802746942949,39.723899662058287,39.862245749807158,40.014722458982298,40.18120073505591,40.361544331672526,40.555615102047689,40.763280752760174,40.984425489888238,41.21896390458727,41.466858359798678,41.728140131643755,42.0029347965745
3360,39.38578950193363,39.393104329946254,39.415042316431602,39.451583903417855,39.502696279196549,39.568333061545339,39.648433853684146,39.742923643273087,39.851711965204721,39.974691674812775,40.111737090875806,40.262701199557569,40.42741161799988,40.605665172614692,40.797221313591571,41.001795169544437,41.219051753280297,41.448603467265507,41.690013390187545,41.942806730804655,42.206492756352588
3420,39.639513193864701,39.646761298343542,39.66849761517414,39.704697918176933,39.755321037950146,39.820307663716726,39.899578671398928,39.993033043851575,40.100545559033584,40.22196459805842,40.357110662084175,40.505776449094611,40.667729554967558,40.842718924161261,41.030485982085537,41.23078088586476,41.443383591704922,41.668128647022058,41.904932085488831,42.153818926454157,42.414950809778809
3480,39.890591026480827,39.897748003630625,39.919208615099414,39.954941769058564,40.004895228471185,40.068995057878013,40.147144974321961,40.239225677759109,40.345094181677418,40.464583054375282,40.597499322567643,40.743622619538378,40.902702056798063,41.074451367572543,41.258542211971594,41.454596180885332,41.662176900913551,41.880784509803192,42.109855367795909,42.348770008865777,42.596872346903659
3540,40.138187028328709,40.145232493809054,40.166356870181311,40.201523874576246,40.250672288862461,40.313714829625965,40.390536567769921,40.480992953376344,40.584907599972588,40.702070142543015,40.832234701572936,40.975119728996418,41.130410213389695,41.297763284950612,41.476818090487576,41.667210359473664,41.868591410239645,42.080650634605959,42.303140048664361,42.53589968222267,42.778883686330602
3600,40.381566697922146,40.388475576370361,40.409187829868024,40.443660198189114,40.491820239698114,40.553565968416081,40.628765663239612,40.717258211449234,40.818854511765721,40.933340654342572,41.060483791135546,41.200041753613156,41.351777475966813,41.515479034990229,41.690985544180414,41.878218251219714,42.077215143512241,42.288166485016042,42.511448408508805,42.747652301570866,42.997608944555139
3660,40.619938125890371,40.62669794930143,40.646963861149274,40.680695517493795,40.727826816871307,40.788267716493976,40.861906948312871,40.948615703268608,41.048252219018671,41.160666969284684,41.285707826473811,41.423224217611036,41.57306904126898,41.735097129094555,41.909159479539724,42.095093429856142,42.292710259189207,42.501783129241645,42.722039325642186,42.953160974938278,43.194797663902392
3720,40.853611361351696,40.86025120491135,40.880160140816656,40.91330654544111,40.959638220252515,41.019083058995768,41.091549810919226,41.176928814367102,41.275092612327626,41.385896459977459,41.50917889866286,41.644762784115819,41.792457372596225,41.952062214736401,42.123373605689309,42.306194145718649,42.500345600664993,42.705684821612522,42.92212214793809,43.149641674537158,43.388323263830721
3780,41.083617680121726,41.090157500719982,41.109766801873896,41.142415133078543,41.188051859288606,41.246606375828549,41.31798850017266,41.402089149679128,41.498781467046697,41.607922615509715,41.72935652476702,41.862917911319848,42.008437903539495,42.165751553186361,42.334707401942765,42.515179105536383,42.707078939098658,42.910372881438775,43.125096985789014,43.351374962876456,43.589437281731612
3840,41.31028137352169,41.316724953070441,41.336046029412564,41.368215727552055,41.413186303490633,41.470891739672147,41.541248612245838,41.624157229451207,41.719502990577084,41.827157832536628,41.946981524418831,42.078822467278009,42.222517607957279,42.377891148799456,42.544751989369288,42.722890288974263,42.912074132163013,43.11204787442265,43.322534155581742,43.543241647571485,43.773880558861457
3900,41.533817878294379,41.540173429182261,41.559230823259838,41.590962260815061,41.635321317818132,41.692242771841222,41.76164229254627,41.84341595274654,41.937439536690071,42.0435676687962,42.161632861110775,42.29144467741768,42.432789323979669,42.58543008094577,42.74910906035111,42.923550796101367,43.108468131340956,43.303570783457076,43.508576885645418,43.723227851316985,43.947307358387491
3960,41.754356066395374,41.760619315048395,41.779398644354934,41.810662693993933,41.854358836960799,41.910412670521438,41.978727373274083,42.059183016767065,42.151635969350359,42.2559185911187,42.371839486170309,42.499184640111991,42.637719809225196,42.787194523122224,42.947348000089782,43.117917153186703,43.298646708755705,43.489301320886177,43.6896795354386,43.899629657340817,44.119068112321202
4020,41.97150922259771,41.977665083005093,41.996121010482213,42.026841993907418,42.06976952566707,42.12482140242215,42.191891505379175,42.270849595610102,42.361541134706705,42.463787091158302,42.577383623515615,42.702101462688979,42.837684785361425,42.983849428138853,43.140280481575246,43.306629636317318,43.482513087737622,43.667511244209848,43.861171812577474,44.063017997380378,44.272563802080292
4080,42.184794873755415,42.190831172028886,42.208927244244713,42.239044497738327,42.281118191588696,42.33505679555622,42.400741075127627,42.478022897749881,42.566723772484863,42.666633166648801,42.777506690624953,42.899064306109707,43.03098879083106,43.172924777861382,43.324478769794716,43.485220594497058,43.654686808734603,43.832386568572403,44.017810503589779,44.21044327016061,44.409781012526835
4140,42.393703842375771,42.399601220460468,42.417278377830272,42.446690219221011,42.487761058729838,42.540383912581547,42.604419704907194,42.679696650365727,42.766010246544788,42.863124532076348,42.97077551873442,43.08867792455866,43.216536415656869,43.354062379284677,43.500996698085522,43.657138068152619,43.822375252355712,43.996720609071289,44.18034172605855,44.373588416221317,44.577013585469558
4200,42.597451367039085,42.603189461329777,42.620388267423294,42.649001574422698,42.688953132918982,42.740137928455525,42.802424167072971,42.8756560835782,42.959657579676858,43.054236501583176,43.159189086223279,43.274303794781524,43.399363515359816,43.534145092408572,43.678415460933657,43.831924385319581,43.99439484815376,44.165513276116606,44.344922695753127,44.532222237821685,44.726976150714002
4260,42.795866665821976,42.8014587052865,42.818221274002852,42.846113868633232,42.885069454001396,42.934995120307242,42.995772925889263,43.067260896990256,43.149294222994683,43.241686809055665,43.3442335238936,43.456713678637698,43.578896430683052,43.710548838992395,43.851447123872127,44.001391275231178,44.160222571869035,44.327842988370534,44.50423511498839,44.689481352324307,44.88378190269782
4320,42.98957260855417,42.995033269437229,43.011402478885259,43.038642085845751,43.076689090766095,43.125456608813934,43.18483539492555,43.254696121217904,43.334892666805573,43.425266750425237,43.525654293099365,43.635893916477947,43.755837928648091,43.885365989169806,44.024401362550478,44.17292928820634,44.331016596242861,44.498831418589496,44.676661844929981,44.864932747852407,45.064220549956431
4380,43.179009270228015,43.184355015189581,43.200381881729378,43.227059126002025,43.264336710030122,43.312147083486387,43.370407588028243,43.439023279169838,43.517889740269595,43.606895143586165,43.705920428437992,43.814836112167711,43.93349409049285,44.061713025316969,44.199256732585525,44.34580640387815,44.500929325578845,44.664048552331899,44.834419147325939,45.011116606074147,45.193042190649471
4440,43.365067116142299,43.370327142917908,43.386098048945783,43.412352158364556,43.449042785776989,43.49610323640281,43.55344512217502,43.620955803555248,43.698494851250146,43.78588960658363,43.882930201305463,43.989364739625216,44.104895667405074,44.229178542687421,44.361824364215494,44.502406246244192,44.650470583178517,44.80555208005562,44.967191398757713,45.134954060948409,45.308450086093998
4500,43.548103902595422,43.553261074178863,43.568719938405074,43.594442268413069,43.630363466014167,43.676391345427284,43.732404678377989,43.798251792268516,43.873749649571131,43.95868399254659,44.052811288707588,44.155863314211743,44.267555200691312,44.387597577077955,44.515713016681239,44.651656367137115,44.795237804598329,44.946346820647463,45.104975101954373,45.271236663755083,45.445384629676617
4560,43.726960401467778,43.731978963607247,43.747020342186197,43.772041718688293,43.806972115933895,43.851713102238435,43.906140002779857,43.970103791707167,44.043433812664418,44.125941396714303,44.217424317313935,44.317671861747009,44.426470147957673,44.54360723206721,44.668877592699779,44.802085778661024,44.943049358713097,45.091601762048263,45.247596057743955,45.410911076790157,45.581461462110546
4620,43.900964054291805,43.905844520747664,43.920472932900523,43.944810539735236,43.978793464179113,44.022333788020589,44.075321126468673,44.137624772588936,44.209096552376984,44.289574617889976,44.378888510999438,44.476865927863315,44.583341656943901,44.698169091513357,44.821234482130599,44.95247369194167,45.091890720636421,45.239576826128626,45.395728896175868,45.560665973136189,45.734843511236654
4680,44.070541087132128,44.075303053186474,44.089578114756016,44.113334089938682,44.146518442372738,44.189059950049803,44.240871054274805,44.301850842641812,44.371888522710378,44.450867091842738,44.538666716822974,44.635167147081447,44.740248373173507,44.853788804185548,44.975660559303371,45.105722077549729,45.243809074459428,45.389725734856533,45.543238673803465,45.704076379270212,45.871936558712378
4740,44.236559543979396,44.24123190705248,44.255240356463808,44.278559107866563,44.311145618699825,44.352941174299154,44.403871606297812,44.46384808905907,44.532768015068925,44.61051605515614,44.696965659134023,44.791981420926149,44.895422868777494,45.007150278200029,45.127032981092107,45.254960336592511,45.390855084844283,45.534688348255813,45.686495253888687,45.846390216952592,46.01458148191778
